source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F23	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F23	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	23	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F24	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F24	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	24	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F25	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F25	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	25	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F26	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F26	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	26	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F27	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F27	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	27	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F28	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F28	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	28	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F29	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F29	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	29	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F3	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	3	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F30	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F30	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	30	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F4	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	4	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F5	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	5	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F6	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	6	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F7	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	7	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F8	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	8	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240303gaohh_plasma_NP16_24minDIA_30F_F9	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	9	CAF20240303gaohh_plasma_NP16_24minDIA_30F_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F1	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F10	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	10	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F11	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	11	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F12	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	12	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F13	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	13	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F14	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	14	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F15	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F15	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	15	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F16	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F16	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	16	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F17	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F17	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	17	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F18	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F18	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	18	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F19	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F19	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	19	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F2	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	2	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F20	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F20	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	20	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F21	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F21	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	21	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F22	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F22	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	22	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F23	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F23	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	23	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F24	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F24	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	24	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F25	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F25	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	25	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F26	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F26	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	26	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F27	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F27	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	27	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
CAF20240304gaohh_plasma_NP17_24minDIA_30F_F28	Homo sapiens	Blood plasma	not available	not available	not available	1	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F28	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	28	CAF20240304gaohh_plasma_NP17_24minDIA_30F_F28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	OmniProt nanoparticle comparison (pooled plasma, 30 fractions)
