source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_10-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	14	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_09-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	15	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_08-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	16	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_07-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	17	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_06-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	18	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_05-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	19	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B105.2	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_04-TMT129C	proteomic profiling by mass spectrometry	1	Lumos_191217_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT129C	20	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_23-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	1	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_22-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	2	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_21-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	3	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_20-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	4	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_19-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	5	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_18-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	6	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_17-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	7	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_16-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	8	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_15-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	9	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_14-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	10	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_13-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	11	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_12-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	12	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_11-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	13	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_10-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	14	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_09-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	15	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_08-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	16	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_07-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	17	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_06-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	18	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_05-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	19	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
B35.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_04-TMT130N	proteomic profiling by mass spectrometry	1	Lumos_191217_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130N	20	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
K108.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_23-TMT130C	proteomic profiling by mass spectrometry	1	Lumos_191217_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130C	1	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
K108.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_22-TMT130C	proteomic profiling by mass spectrometry	1	Lumos_191217_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130C	2	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
K108.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_21-TMT130C	proteomic profiling by mass spectrometry	1	Lumos_191217_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130C	3	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
K108.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_20-TMT130C	proteomic profiling by mass spectrometry	1	Lumos_191217_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130C	4	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
K108.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_19-TMT130C	proteomic profiling by mass spectrometry	1	Lumos_191217_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130C	5	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
K108.1	Homo sapiens	uterine cervix	not available	1	not pooled	not available	organism part	not available	not available	female	adult	not available	Lumos_191217_18-TMT130C	proteomic profiling by mass spectrometry	1	Lumos_191217_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	TMT130C	6	NT=collision-induced dissociation;AC=MS:1000133	30% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed
