source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[depletion]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[absorbed dose]	factor value[age group]	factor value[irradiation status]
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_43-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	11	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_44-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	12	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_45-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	13	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_46-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	14	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_47-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	15	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_48-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	16	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_49-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	17	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_50-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	18	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_51-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	19	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual AK4	Mus musculus	blood plasma	not available	4	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_52-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_190503_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	20	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_33-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	1	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_34-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	2	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_35-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	3	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_36-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	4	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_37-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	5	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_38-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	6	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_39-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	7	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_40-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	8	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_41-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	9	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_42-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	10	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_43-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	11	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_44-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	12	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_45-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	13	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_46-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	14	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_47-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	15	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_48-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	16	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_49-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	17	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_50-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	18	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_51-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	19	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual B3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_52-TMT129N	proteomic profiling by mass spectrometry	1	Fusion_190503_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129N	20	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual BK3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_33-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_190503_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	1	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual BK3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_34-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_190503_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	2	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual BK3	Mus musculus	blood plasma	not available	3	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_35-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_190503_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	3	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
