source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[genetic modification]	characteristics[genotype]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[antibody enrichment]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[compound]	factor value[sampling time]	factor value[antibody enrichment]
OVCAR5-V5-CT45_V_UT_3	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of C-terminally V5-tagged CT45A5; transient expression of Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	3	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5-CT45_Venus_UT_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5-CT45_Venus_UT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of C-terminally V5-tagged CT45A5; transient expression of Venus	not applicable	not applicable	not applicable
OVCAR5-V5_R3A-V_CP_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	Carboplatin	not available	not available	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_CP_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_CP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	Carboplatin	not applicable	not applicable
OVCAR5-V5_R3A-V_CP_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	Carboplatin	not available	not available	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	2	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_CP_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_CP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	Carboplatin	not applicable	not applicable
OVCAR5-V5_R3A-V_CP_3	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	Carboplatin	not available	not available	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	3	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_CP_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_CP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	Carboplatin	not applicable	not applicable
OVCAR5-V5_R3A-V_UT_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_UT_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_UT_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	not applicable	not applicable	not applicable
OVCAR5-V5_R3A-V_UT_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	2	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_UT_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_UT_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	not applicable	not applicable	not applicable
OVCAR5-V5_R3A-V_UT_3	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	3	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_UT_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_R3A-Venus_UT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of PP4R3alpha-Venus	not applicable	not applicable	not applicable
OVCAR5-V5_V_CP_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of Venus	Carboplatin	not available	not available	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_CP_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_CP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of Venus	Carboplatin	not applicable	not applicable
OVCAR5-V5_V_CP_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of Venus	Carboplatin	not available	not available	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	2	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_CP_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_CP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of Venus	Carboplatin	not applicable	not applicable
OVCAR5-V5_V_CP_3	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of Venus	Carboplatin	not available	not available	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	3	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_CP_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_CP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of Venus	Carboplatin	not applicable	not applicable
OVCAR5-V5_V_UT_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_UT_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_UT_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of Venus	not applicable	not applicable	not applicable
OVCAR5-V5_V_UT_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	2	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_UT_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_UT_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of Venus	not applicable	not applicable	not applicable
OVCAR5-V5_V_UT_3	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	OVCAR5	CVCL_1628	OVCAR-5	Dulbecco's Modified Eagle Medium with 10% FCS and 1% pen/strep	not available	not available	CellCheck (IDEXX BioResearch); Cellosaurus CVCL_1628 problematic: possibly misclassified, suspected upper gastrointestinal origin (PMID 27353327)	not available	adult	67Y	female	European ancestry	not applicable	transfection	stable expression of empty V5 vector; transient expression of Venus	not applicable	not applicable	not applicable	not applicable	immunoprecipitation	GFP-Trap agarose (anti-GFP single-domain antibody)	3	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_UT_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20160720_QEp3_FaCo_SA_90min_top15_FC129k_OVCAR5-V5_Venus_UT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	stable expression of empty V5 vector; transient expression of Venus	not applicable	not applicable	not applicable
59M_shCT45-A_IgG_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_IgG_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_IgG_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	IgG isotype control
59M_shCT45-A_IgG_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_IgG_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_IgG_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	IgG isotype control
59M_shCT45-A_PP4C_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4C (PPP4C, Bethyl A300-835A)	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_PP4C_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_PP4C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	anti-PP4C (PPP4C, Bethyl A300-835A)
